sentence,label
"aldata solution oyj bertrand sciard president and ceo further information  aldata solution oyj , bertrand sciard , president and ceo , tel. +33 1 46 48 28 00 aldata 100 % retail-wholesale at aldata 100 % of our business is dedicated to retail and wholesale business improvement .",1
"the period s sales dropped to eur 30.6 million from eur 38.3 million , according to the interim report , released today .",0
"according to capman plc s corporate governance , the majority of the committees  members shall be independent of the company .",1
the oxyview pulse oximeter is a common device to check patient blood-oxygen saturation level and pulse rate .,1
the rationalization of the operations seeks to achieve over eur 1 million in yearly savings as from the second quarter of the current financial year .,2
"the mill s raw material need will increase by 100,000 m3 of wood .",1
"in january-september 2010 , fiskars  net profit went up by 14 % year-on-year to eur 65.4 million and net sales to eur 525.3 million from eur 487.7 million .",2
"the sale of savcor face to cencorp will result in a profit or loss which can not yet be determined , owing to factors including the valuation of the consideration shares to be received and prevailing exchange rates .",1
operating profit margin increased from 11.2 % to 11.7 % .,2
the move was triggered by weak demand for forestry equipment and the uncertain market situation .,0
"the stockmann department store will have a total floor space of over 8,000 square metres and stockmann s investment in the project will have a price tag of about eur 12 million .",1
the total value of the contract is some eur 8 million .,1
"the biggest challenge was to make the piece look raw ,  hansen said .",1
the insolvency act regulates the amount of debt that borrowers are permitted to write off .,1
"the reason for this is st. petersburg status as a capital , one of the participants in the meeting quoted chikunov as saying .",1
ms laakso will be responsible for hkscan s hr functions and for their development in all of the group  smarket areas .,1
"however , biohit estimates its total net sales will continue to grow in 2009 , and that favourable trends in net sales will lead to a profit in 2009 .",2
bm4 middle layer headbox will be equipped with a dilution control system .,1
"i m trying to deal with slavery from a different perspective to balance the story ,  says deramus , formerly a writer at the detroit free press and the detroit news .",1
"the internal revenue service sees about 20 percent of all taxpayers wait until the last two weeks to file , with about 40 million returns filed in april .",1
finnish meat company atria can no longer promise a sufficient amount of domestic beef to its customers .,0
changes to the as-built models from the design were communicated to the subcontractors to accommodate them into the steel and grc fabrication process .,1
"the shares subscribed for under the stock options were registered in the trade register on 20 january 2011 , as of which date the new shares will establish shareholder rights .",1
olli-pekka laine has been appointed as the chairman and erkki pehu-lehtonen as the vice chairman of the board .,1
bluewin security is available as a monthly subscription .,1
"loss after financial items totalled eur 9.7 mn , compared to a profit of eur 1.3 mn in the corresponding period in 2008 .",0
"the company is involved in the the sale of financial products including insurance , mortgages , car and personal loans , financial brokerage and equipment finance leasing .",1
"in volume , the focus is already outside finland , as 60 % of the group s products are made in poland and the baltic countries .",1
"- the group - s cumulative sales during the review period were eur 48.2 million eur 53.1 million , 1-92007 and profit before taxes was eur 1.2 1.4 million .",1
"metsaliitto , however , narrowed its net loss for the second quarter of 2007 to 5.0 mln euro $ 6.9 mln from 61 mln euro $ 83.7 mln a year ago .",2
the intent of the article was to focus attention on the fact that the development model that china had followed was very different than the model that india had followed .,1
boomerang boats had net sales of eur 4.1 mn and it made an operating profit of eur 0.4 mn in 2006 .,1
the total value of the deliveries is some eur65m .,1
"the web-marela application handles invitations to quote , quote comparisons , agreements , purchases , invoice inspections , inventory management , and deliveries .",1
"operating profit was eur 11.4 mn , up from eur 7.5 mn .",2
the value of the order is usd 2.2 mn .,1
welcome,1
"finnish security and privacy software solutions developer stonesoft oyj said on january 7 , 2008 that the preliminary sales of its stonegate products grew by 59 pct year-on-year to 3.6 mln euro  $ 5.3 mln  for the fourth quarter of 2007 .",2
"foodservice and consumer goods markets are served by approximately 13,000 people in 54 manufacturing units and several sales offices in 33 countries .",1
"the committee proposes the following remuneration  a monthly remuneration of eur 5,000 for the chairman , eur 3,500 for the deputy chairman , and eur 2,500 for the other board members .",1
the capital structure of solidium may be complemented by other financial instruments in the future .,1
the agreement strengthens our long-term partnership with nokia siemens networks .,2
"the e7 smartphone will be available for rs35 ,000 per handset across india ,  nokia india vice-president  managing director d shivakumar told reporters .",1
"raisio s bid to buy glisten is a  win-win  deal for both companies , the chairman of the uk snacks firm told just-food today 10 february .",2
"at end-august , sampo was nordea s biggest shareholder with a 20.6 % stake , followed by the state with 19.9 % .",1
"combining the two producers will create a strong eu-based fertilizer industry capable of meeting global competition , they added .",2
the value of the deal was not disclosed .,1
"published by globes online , israel business news - www.globes-online.com - on november 16 , 2009 - copyright of globes publisher itonut 1983 ltd. 2009",1
"rosendal at outotec.com eila paatela , vice president - corporate communications tel. +358 20 529 2004 , +358 400 817198 e-mail eila .",1
"these sections will be put into place to form the load-bearing steel structure of the bridge ,  says sami eronen , senior vice president , infrastructure and northern europe , ruukki construction .",1
"operating profit totaled eur 5.5 mn , up from eur -0.7 mn .",2
"cash flow from operations totalled eur 7.4 mn , compared to a negative eur 68.6 mn in the second quarter of 2008 .",2
all depends on financing .,1
the studies are expected to start in 2008 .,1
comptel corporation will publish its financial statements for 2008 on 12 february 2009 .,1
the first stage of the contract covers 133 stores and 600 cash registers .,1
"the devices would be launched in the chinese market in late 2006 , the company said .",1
"profit before taxes was eur 4.0 mn , down from eur 4.9 mn .",0
"according to seikku , the retail sector in finland is controlled by 3-4 large actors , while food manufacturers are still relatively small .",1
vacon controls a further 5 % of the company via investment fund power fund i. eur 1.0  usd 1.397,1
"in a release on oct. 28 , peab said the two businesses will continue to be conducted under the brands cliffton and stockholm entreprenad , both part of the peab group .",1
the server is responsible for managing devices and user accounts and a desktop client application enables remote access to the mobile phones .,1
"helsinki thomson financial - shares closed little changed , with cargotec and huhtamaki dropping sharply on disappointing second-quarter reports .",0
the notice in its entirety with other proposals from the nomination committee and the board will be published at least four weeks before 28 april on the company s website and in post - och inrikes tidningar and dagens industri .,1
finnish automation solutions developer cencorp corporation  omx helsinki  cnc1v  issued on thursday  18 september  a profit warning for the third quarter of 2008 .,0
"we have a license agreement with nokia corp. which in part expires on april 9 , 2007 .",1
"we know that it exists ,  artemyev said .",1
operating loss totaled eur 0.3 mn compared to a profit of eur 2.2 mn in the corresponding period in 2007 .,0
the diameter protocol is developed according to the standards ietf rfc 3588 and ietf rfc 3539 .,1
"in january-september 2007 , finnlines  net sales rose to eur 505.4 mn from eur 473.5 mn in the corresponding period in 2006 .",2
the company has an annual turnover of eur32 .8 m.,1
"under a preliminary estimation , the technology park will measure about 50,000 square meters .",1
"cs cabot exports 55 % of its production mainly to goodyear , bridgestone and michelin plants in poland , as well as to germany s michelin or italy s pirelli through the company s logistics center in paris , stefan said .",1
"glaston s own glass processing unit , tamglass glass processing , is a manufacturer of high quality safety glass products , and operates in finland .",1
comptel corporation sami ervio president and ceo distribution  nasdaq omx helsinki major media comptel dynamic oss solutions enable telecom service providers to deliver services flexibly and charge them effectively .,1
our standardised services have met with a positive reception among our customers as well as at itella .,2
"+lemiste city is the environment for a knowledge-based economy providing work for 3,300 people with the total turnover of its companies amounting to eek 5.4 bn ,  said +lo p+ñrnits , chairman of the supervisory board of +lemiste city and mainor .",1
earnings per share  eps  dropped to eur 0.21 from eur 0.31 .,0
"as such , the space has blond wood floors  unlike the rest of the store  and a notably scandinavian vibe .",1
"the new kroksberg railway tunnel will be built on a new section of track between harnosand and veda , forming part of the line that follows the coast of the gulf of bothnia .",1
"according to ceo matti perkonoja of the parent company hkscan , the company s performance in the first quarter of 2010 has remained clearly below the level of the corresponding period in 2009 .",0
"the deal includes the entire personnel of planmill oy , who will transfer to the new company as so-called old employees .",1
"subscribers of china unicom , the nation s second largest mobile phone operator after china mobile , are expected to release pictures , videos and blog on the internet via mobile phones as of march 2008 .",1
"for 2009 , net profit was eur 3 million and the company paid a dividend of eur 1.30 apiece .",1
"the samsung mobile applications store was launched in january 2009 by samsung mobile innovator , a program which enables mobile software developers to create applications for use across samsung mobile devices .",1
it will report full-year results on august 22 .,1
satama s net sales would be higher than the year before .,2
"capman s first real estate fund , which had a total investment capacity of  euro  500 million and closed in june 2005 , invested in commercial properties in the helsinki metropolitan area .",1
"the group s operating loss was eur 0.8 mn , down from a profit of eur 2.5 mn in 2004 .",0
"ebit totalled eur 14.4 mn , compared to a loss of eur 0.3 mn in the corresponding period in 2009 .",2
"conference call to participate via a conference call , please dial in 5-10 minutes before the beginning of the event  +44 0 20 7162 0025 europe or +1 334-á323-á6201 usa .",1
"the share capital of alma media corporation business id 1944757-4 is eur 44,767,513.80 and it is divided into 74,612,523 shares .",1
the bridge will be 1.2 km long and is located between anasmotet by the road e20 and the new traffic junction in marieholm by the road e45 .,1
finnish fibers and plastic products maker suominen corporation said its net loss narrowed to 1.6 mln euro $ 2.0 mln in the first nine months of 2006 from 2.16 mln euro $ 2.7 mln in the same period of 2005 .,2
"n +1 group will pay eur16 .5 m of the transaction price upon closing , and the remaining sum in 2012 .",1
"in the fourth quarter of 2009 , orion s net profit went up by 33.8 % year-on-year to eur33m .",2
"the total size of the complex is around 25,000 m2 and the project will be constructed in stages .",1
"the company operates worldwide and employs in total approximately 47,000 persons .",1
"sampo housing loan bank , a unit of finland s sampo bank , has priced its eur1bn  usd1 .3 bn  bond at 99.889 % , reuters reported .",1
lieksaare oy has earlier been regarded under the control of saarelainen oy and the individual shareholders under the shareholder agreement .,1
"in addition to the tulikivi corporation , he is also currently a member of the board of the following companies  altia corporation , j+ñrvi-suomen portti osuuskunta , osuuskunta kpy , profile vehicles oy and voimatel oy .",1
"operating profit totaled eur 9.4 mn , down from eur 11.7 mn in 2004 .",0
"the costanza light , with an aluminum base and washable shade , comes in white , pistachio , orange , blue and red .",1
diluted earnings per share  eps  rose to eur 3.68 from eur 0.50 .,2
"thus the group s balance sheet will have about eur25 .8 m in goodwill for 2010 , the company added .",1
"okmetic closed its plant in espoo in early 2004 , and all production lines from the site were moved to okmetic s plants in vantaa , finland and texas , usa .",1
"finland s national carrier finnair plc carried a record 8.5 million passengers in 2005 , an increase of 4.5 percent on the previous year , the airline reported tuesday .",2
- counter your competitor s strengths and target their weaknesses .,1
cs cabot s main consumers on the czech and slovak market are tires producers barum continental and matador continental .,1
"sales climbed 19.2 pct to 1.002 bln eur , surpassing the 953 mln eur consensus figure .",2
the order was valued at usd12 .2 m.,1
russia s video international group holds a controlling stake in russian media ventures .,1
operating profit rose to eur 9.2 mn from eur 6.8 mn in the corresponding period in 2007 .,2
"so far as is known , he did not sell shares that he owns personally .",1
operating profit rose to eur 3.2 mn from eur 1.0 mn in the corresponding period in 2008 .,2
"kesko agro eesti , the retailer and wholesaler of grain , agricultural and warehousing machinery and accessories , had net sales of 81 million euros in 2007 , an increase by one-tenth over the preceding year .",2
he wore a black beanie-type cap and a black jacket .,1
those uncertainties cloud the long-term outlook .,0
"you need to be ready when the window opens up , rosberg said .",1
finnish bore that is owned by the rettig family has grown recently through the acquisition of smaller shipping companies .,2
"the company s board of directors will propose a dividend of eur 0.95 per share for 2008 at the annual general meeting , scheduled to be held on march 23 , 2009 .",1
"currently it operates a fleet of eight carriers , as well as nine pushers and barges .",1
"some of the most recent technology deliveries include refinery technology to anrak aluminium , an iron ore pelletizing plant to tata steel and iron ore sintering plants to bhushan steel .",1
"the floor area of the yliopistonrinne project will be 7,900 sq m 85,030 sq ft and the building s gross area will total 12,800 sq m. a total 25.1 % of the facilities have been let .",1
currency conversions are based on exchange rates at the time of the deal .,1
"the buildings , with about 40 condominiums each , will be built in 4 or 5 stages .",1
cargotec s business areas also include the container handling solutions business area kalmar and the marine cargo handling and offshore load handling solutions business area macgregor .,1
the company anticipates its turnover for the whole 2010 to surpass that of the previous year when it was eur 67.1 million .,2
"the contract also includes installation work in a new multistorey carpark for close on 1,000 vehicles .",1
the company also equipped the sculptural complex rabochy i kolkhoznitsa a worker and a collective farmer in moscow with snow melting system .,1
sales in finland rose by 3.9 % and international growth was 0.7 % .,2
"the biggest sellers in the chain s supermarkets in finland are organic pirkka tomatoes , carrots , eggs , and meat products .",1
"in january-june 2010 , diluted loss per share stood at eur0 .3 versus eur0 .1 in the first half of 2009 .",0
finnish oko bank has signed a cooperation agreement with raiffeisen concerning finnish companies  investments in russia .,2
"finnish geosentric s net sales decreased to eur 939,000 in january-march 2009 .",0
olvi has posted a strong set of figures for the first six months of this year .,2
cargo volume increased by approximately 5 % .,2
no changes regarding the virala oy ab s ownership of shares of tiimari has taken place .,1
finnish cargotec s kalmar has received a significant order from the us department of defense .,2
activities range from the development of natural resources to the retailed marketing of finished products .,1
the total project duration is three years and it is valued at some eur11 .5 m.,1
currently the quarterly applied surcharges differ significantly from the actual market prices .,1
"uponor made an operating profit of eur 151.0 mn , up from eur 143.7 mn , which made 2007 a record year .",2
"net income from life insurance rose to eur 16.5 mn from eur 14.0 mn , and net income from non-life insurance to eur 22.6 mn from eur 15.2 mn in 2009 .",2
finlan s listed food industry company hkscan group controlled companies in the baltics improved revenues by eur 3.5 mn to eur 160.4 mn in 2010 from eur 156.9 mn in the year before .,2
"nordic banks have already had to write off sizable loans in latvia , with swedbank , nordea , dnb nor and seb reporting combined losses in excess of $ 1.35 billion in the period 2007 to 2010 against a backdrop of near economic meltdown in latvia .",0
"it is a member of the oneworld alliance , which includes american airlines and british airways .",1
"the tanks will be delivered to a company which is currently building a chemical tank farm in antwerp , northern belgium .",1
the annual net sales of the unit is some eur 5 million and it currently employs some 55 people .,1
earnings per share  eps  in 2005 decreased to eur1 .87 from eur1 .89 in 2003 .,0
"the original name componenta +àm+ñl , as a subsidiary of the finnish componenta group , has been changed to +àm+ñl components and the company has seen a 63 % growth in q1 2010 , in comparison to q1 2009 .",2
"helsinki thomson financial - shares in cargotec fell sharply in early afternoon trade after the cargo handling group posted a surprise drop in april-june profits , which overshadowed the large number of new orders received during the three months .",0
"the transaction is subject to a final agreement between the parties , approvals of their decision-making bodies and approval by the finnish competition authority .",1
"in the end of 2006 , the number of outlets will rise to 60-70 .",2
"the contracts between raute corporation and muling kemian wood products co. , ltd. , which were announced on 3 november 2010 , have taken effect .",1
operating profit rose to eur 26.7 mn from eur 14.9 mn in the corresponding period in 2006 .,2
8 may 2009 - finnish liquid handling products and diagnostic test systems maker biohit oyj  hel  biobv  said today  8 may 2009  its net loss narrowed to eur0 .1 m  usd0 .14 m  for the first quarter of 2009 from eur0 .4 m for the same period of 2008 .,2
"in 2008 , the steel industry accounted for 64 percent of the cargo volumes transported , whereas the energy industry accounted for 28 percent and other industries for 8 percent .",1
"the order comprises all production lines for a plywood mill , company said in a statement received by lesprom network .",1
"viking will pay eur 130 million for the new ship , which will be completed in january 2008 .",1
"helsinki  afx  - retail and wholesale group kesko reported net sales of 659.4 mln eur for february , an increase of 10.8 pct year-on-year .",2
"london afx - uk and european brokers  recommendations issued today , as collated by afx news from a range of market sources .",1
changes to the as-built models from the design were communicated to the subcontractors to accommodate them into the steel and grc glass reinforced concrete fabrication process .,1
the total value of these two contracts is over eur 21 million .,1
okmetic revised its 2010 financial outlook based on its order book .,1
this new partnership agreement represents a significant milestone for both parties .,2
the company will make its marketing and sales investments initiated in 2009 even more efficient in 2010 .,2
"mr ashley , deputy executive chairman of sports direct , sold a 43pc stake in the company for more than pounds 900m at the time of the float .",1
biotie north-american licensing partner somaxon pharmaceuticals started a phase ii-iii clinical study in patients suffering from pathological gambling and a pilot phase ii study in nicotine addiction smoking cessation .,1
finnish financial group aktia s operating profit for 2009 increased to eur 47.0 mn from eur 6.6 mn in 2008 .,2
fancy dans on the move fab glasgow gift and interiors store fancy dans is moving,1
the group reiterated its forecast that handset manufacturers will sell around 915 mln units this year globally .,1
"during the strike , finnair estimates to incur a net loss of between eur2m and eur2 .5 m per day .",0
raute said it has won an order worth around 15 mln eur to supply several plywood production lines to mills operated by russian wood products company sveza group .,2
curators have divided their material into eight themes .,1
the group also has a strong global position in other fishing categories .,2
"operating profit , excluding non-recurring items , totalled eur 2.2 mn , down from eur 2.7 mn in the corresponding period in 2008 .",0
"typical end-uses include roof structures , floorings , walls and ceilings , non-visible structures in vehicles , packaging and boxes , construction site structures , fencing and shelters , and formwork with a limited number of concrete pourings .",1
their names have not yet been released .,1
competition authorities will have to approve the deal before it can be finalized .,1
"finnish lifting equipment maker konecranes oyj said on july 30 , 2008 that its net profit rose to 71.2 mln euro  $ 111.1 mln  for the first half of 2008 from 57.1 mln euro  $ 89.1 mln  for the same period of 2007 .",2
scania morgan stanley lifted the share target on swedish heavy-duty truck and bus maker scania ab to 330 crowns  $ 42.4 - 35.2 euro  from 310 crowns  $ 39.8 - 33.1 euro  .,2
"profit before taxes was eur 5.4 mn , up from eur 3.6 mn a year earlier .",2
incap contract manufacturing services private limited has inked agreements with six new customers in india .,2
the order is related to renewing the network of the telecommunications operator .,1
the profit after taxes was eur 57.7 11.1 million .,1
mr. doring has been with eaton since 1989 and acted as the business unit manager for eaton s power controls business unit since january 2007 .,1
the value of the orders is over eur 25mn .,1
the value of the orders is about eur 25mn .,1
finnish publishing and printing group ilkka-yhtym+ñ will introduced a staff smoking ban as of the beginning of 2007 at the company s three newspapers .,1
"the company s scheduled traffic , measured in revenue passenger kilometres rpk , grew by just over 2 % and nearly 3 % more passengers were carried on scheduled flights than in february 2009 .",2
the financial statements release will be available after publishing on the company s internet pages at www.cargotec.com .,1
"both operating profit and turnover for the six-month period increased , respectively , from eur17 .6 m and eur1149 .9 m , as compared to the corresponding period in 2007 .",2
"in addition to verification of an identity and digital signatures , new state-approved mobile id enables to cast votes in elections as well .",1
17 march 2011 - goldman sachs estimates that there are negative prospects for the norwegian mobile operations of norway s telenor asa osl  tel and sweden s teliasonera ab sto  tlsn in the short term .,0
"a coker crane will be supplied to tesoro corporation s golden eagle refinery in martinez , california , while a similar crane will be delivered to bp s castell refinery in spain .",1
"igor and oleg yankov , who currently manage moron and vitim , will hold onto the 25 % stake for now .",1
zao yit moskovia builds housing in moscow and its surrounding cities .,1
the company operates power plants in the tyumen and chelyabinsk regions and in the khanty-mansi autonomous district .,1
affecto expects its net sales for the whole 2010 to increase from the 2009 level when they reached eur 103 million .,2
"headquartered in this city , the company is nearly 75 years old and focuses on science-based innovation and technology for environmental measurement .",1
"tyrv+ñinen is of the opinion that the airline has been repeating this for some time already , however .",1
customers include hotels and restaurants as well as wholesalers and some retailers .,1
it also confirmed its earnings guidance for the whole 2009 issued in its report for the whole 2008 .,1
the new b shares carry the right to dividend and other shareholder rights with effect from today .,1
productional situation has now improved .,2
marimekko operates in an industry in which changes in the business climate are reflected in consumer demand .,1
"financialwire  tm  , in cooperation with the investrend broadcast syndicate , also provides complete , daily conference call and webcast schedules as a service to shareholders and investors via the firstalert  tm  networks oefirstalert  tm  daily .",1
"the company designs , manufactures and markets advanced composite products for industrial applications and consumer goods such as cross-country , alpine and nordic walking poles , floorball sticks and antenna radomes .",1
"kemira s rd organization comprises approximately 750 people , the company said .",1
4  complete name of the shareholder  otto henrik bernhard nyberg 5  further information  the amount of shares now transferred corresponds to 5.68 % of the total number of shares in aspo plc. .,1
"the customer is then forwarded to the site , and unknown to him logged in with the first number .",1
stock exchange release 1032011 1200 sanoma has published its annual report and financial statements for 2010 and its first corporate responsibility report .,1
okmetic board of directors has also decided on a new share ownership program directed to the company s top management .,1
the project also implies an underground parking lot for 56 vehicles .,1
the total capital of funds managed by the bank decreased by 28 % to eur 284mn by the end of september 2008 .,0
"estonia s agriculture minister helir-valdor seeder is in finland on a two-day visit , in the course of which he will meet with his finnish counterpart sirkka-liisa anttila .",1
ahlstrom s share is quoted on the nasdaq omx helsinki .,1
"operating loss totalled eur 12.7 mn , compared to a profit of eur 17.7 mn in the first half of 2008 .",0
net sales increased to eur655m in april to june 2010 from eur438m a year earlier .,2
"alma media holds 70 % of this company , the remaining shares being owned by the company s key employees .",1
"the machine will have an annual production capacity of 200,000 tonnes of super-calendered magazine paper and other paper grades based on recovered fiber , stora enso said .",1
"according to preliminary data from slovakia s statistics office , goods worth e36 .4 million were imported from finland between january and october 2010 , making up 0.1 percent of slovakia s total imports .",1
"patrick jeambar will also continue being responsible for innovation and health , safety and environment hsea functions of ahlstrom corporation .",1
about dopplr dopplr is a service for smart travellers .,1
"by 1429 cet on monday , shares in bavarian nordic had climbed 1.21 % to dkk250 on the stock exchange in copenhagen after having lost 7.41 % in the past month .",2
"it will be operated by nokia , and supported by its nokia netact network and service management system .",1
"it comes complete with an lcd touch screen system for selection of your chosen function and prices start at around the pounds 4,805 mark .",1
"in the reporting period , the company s operating profit grew by 43.2 % to eur 6 million .",2
operating profit increased to eur 14.0 mn from eur 4.9 mn in the corresponding period in 2005 .,2
the optimization of the steel components heating process will reduce the energy consumption .,2
incap contract manufacturing is a subsidiary of incap corporation of finland .,1
the subscription period of amer sports  2002 warrant scheme will end on 31 december 2007 .,1
the contract includes heating plant equipment and associated installation work .,1
the forecast for 2012 is 3.3 % .,1
finnish food industry company l+ñnnen tehtaat is planning changes to its fish product business .,1
"cost cutting measures , which have produced around eur70m of savings over the past nine months , have dampened the airline s loss , finnair said .",2
this includes a eur 39.5 mn change in the fair value of investment properties .,1
the shares represented 4.998 % of total share capital and 2.14 % of total voting rights .,1
the fair value of the company s investment properties went down to eur2 .769 bn at the end of september 2009 from eur2 .878 bn a year earlier .,0
the terms of the transactions remained undisclosed .,1
the negotiations will concern the plant s department producing winded roving that employs 10 people .,1
"founded in 1946 , strand associates , which provides civil , environmental , transportation , electrical and mechanical engineering services , has 350 employees at 10 offices in wisconsin , alabama , illinois , indiana , kentucky and ohio .",1
"the second variant offers complete final finishing of any selected apartment with foreign high quality materials  finland , denmark , germany , france  .",1
"following the issue , the new shares will constitute 10 percent of the firm s capital .",1
"however , the offering will probably not be made at the current valuation , which partly derives from the deal in which the company was merged into a stock market shell .",1
"for 24-hour news , try icis news www.icis.com click  trial  , then icis news",1
"the order values at eur 6.9 mn , and it consists of design services and hardware and software licences .",1
"luna took fifth place on six-under 207 , a shot behind spain s beatriz recari and germany s martina eberl , while welsh player becky brewerton was the highest-placed british finisher , sharing seventh place on three-under 210 after shooting 71 .",1
"operating profit totaled eur 37,7 mn , up slightly from eur 37.2 mn in the corresponding period in 2006 .",2
filmiteollisuus fine ab will be transferred to talentum oyj in the form of a subsidiary .,1
passenger volumes rose by 8.4 % in the accounting period .,2
return on investment was 16.6 % compared to 15.8 % in 2004 .,2
diluted earnings per share  eps  declined to eur 0.78 from eur 1.76 .,0
vacon s cash flow from operations grew to eur 37.1 mn from eur 21.9 mn a year ago .,2
"lkab , headquartered in lulea , sweden , is a high-tech mining company producing upgraded iron ore products for the steel industry .",1
"if you need malware removal tools , type the url of your vendor of choice directly into the browser bar and use links on their website ,  wrote trend micro s rik ferguson on monday .",1
okmetic expects its net sales for the first half of 2009 to be less than in 2008 .,0
"that address also happens to house italian megamart eataly , meaning that  come on , kids , we re going to the toy building",1
eur 152.4 mn of this was net interest income .,1
"following the registration , the number of issued and outstanding shares of basware is 12,890,829 .",1
"the start of the negotiations , relating to glaston s efficiency program , was announced in october .",1
serving customers locally is one of the cornerstones of customer focus for us .,1
"earnings per share  eps  were eur0 .03 , up from the loss of eur0 .083 .",2
"full-year net sales are expected to increase by approximately 10 % , the company said .",2
our customer has been satisfied with basware invoice automation solution and extends the implementation to new geographies .,2
"outotec s delivery covers the engineering , supply and construction of a circulating fluid bed calcination plant with a capacity of 1,600 tons of alumina per day .",1
"pretax loss totalled eur 49.9 mn , compared to a loss of eur 15.4 mn in the corresponding period in 2008 .",0
financial terms were nt disclosed .,1
pharmaceutical market in belgium global research  data services published recently a market analysis about the pharmaceutical markets in belgium .,1
the medium-term operative targets of the company remain unchanged .,1
the aim is an annual improvement in ruukki construction s operating profit of more than eur 3 million usd 4.1 m starting in 2009 .,2
"according to business media reports , usmanov planned to transfer his megafon stake to the state-controlled svyazinvest , in exchange for a stake in the merged rostelecom .",1
"in its financial report , published on friday , seb said its net profit soared to sek6 .745 bn in 2010 from a year-earlier sek1 .114 bn and proposed a 50 % dividend increase to sek1 .50 per share .",2
rapala fishing frenzy 2009 .,1
capital expenditure on energy efficiency has unfortunately fallen along with the decline in the economy .,0
the shops are located in the capital region and the paijat-hame region .,1
"in q1 10 19 april 2010 - finnish forest machinery and equipment maker ponsse oyj hel  pon1v said today that it expects to swing to a net profit of some eur6 .3 m in the first quarter of 2010 , from an eur9 .6 m loss a year earlier .",2
"the tests , conducted at nokia siemens  lte center of competence in espoo , finland , follow the company s production start of lte-ready flexi multiradio base stations for the 800 mhz band in april 2010 , and complement earlier tests with nokia on the 2100 mhz and 2600 mhz bands .",1
"elcoteq dongguan was established in 1999 in the nancheng district of dongguan , china and is one of elcoteq s four volume manufacturing plants in the asia-pacific region .",1
printed fabrics and related design expertise have always been the core of marimekko s business and brand .,1
"the donations are granted to aalto university and the universities of helsinki , tampere , turku , eastern finland , jyv+ñskyl+ñ , oulu and vaasa , and to polytechnics to be announced later .",1
"kesko has about 2,000 stores engaged in chain operations in the nordic and baltic countries , russia , and belarus .",1
"with five different game modes , co-op tournaments , 4 player split-screen and multiplayer modes , players can have as much fun as they would if they were actually fishing .",1
the investment would be some eur5m .,1
no financial information was provided .,1
the output of the contracts totals 72 mwe .,1
lt s net profit for the whole 2010 dropped to eur 36 million from eur 45 million for 2009 .,0
"lining stone sales were also good in the early autumn , and order books are strong to the end of the year .",2
finnish elevators and escalators maker kone corporation said on tuesday  18 march  that it has received a major order from sir robert mcalpine to supply all elevators and escalators for the watermark place project in the city of london .,2
"the sale , which will result in a gain of some eur 60 million in the second quarter of 2010 for oriola-kd , supports the finnish company s strategy to focus on pharmaceutical wholesale and retail operations .",2
"the offer price is $ 35 million , including cash of $ 10 million as net debt assumption of face , and $ 20 million worth of cencorp shares to be issued to savcor .",1
"yit s baltic sales in the first three quarters of 2008 totaled 106.2 million euros , representing a drop of 29 percent year on year .",0
"operating profit totalled eur 5.8 mn , up from a loss of eur 1.7 mn in the fourth quarter of 2009 .",2
"originally posted to the pcmag.com security blog , security watch .",1
"neste oil s refineries have a combined crude oil refining capacity of approximately 260,000 barrels a day .",1
"in 2007 talentum will disclose three interim reports - q1  january - march  on friday , 27 april , 2007 - q2  april - june  on friday , 20 july , 2007 - q3  july - september  on friday , 26 october , 2007 .",1
the price will be specified at the completion date .,1
total value of the contract is about eur 10mn .,1
the net sales decreased to eur 49.8 million from eur 59.9 million .,0
"the company was supposed to deliver machinery to a veneer mill in the tomsk region , in russia .",1
the diluted loss per share narrowed to eur 0.27 from eur 0.86 .,2
stora is due to release its fourth-quarter and 2009 full-year earnings on feb. 4 .,1
"operating loss before non-recurring items was eur 0.9 mn , compared to a profit of eur 11.5 mn in 2008 .",0
"the contract covers turnkey deliveries to all five airports operated by the authority -- john f kennedy , laguardia , newark , teterboro and stewart international .",1
the reductions will be concluded by autumn 2010 .,1
"lcs s services cover the whole life cycle of software and information systems , from process modelling and tailored software development , to hosting services , solution management , maintenance and support .",1
"russian export duties will activate harvesting in finland , and sales in russia will increase also .",2
that would be an increase from estimated sales of 117 million last year .,2
"following the registration , the share capital of biotie is eur 52,556,678.10 .",1
kaupthing bank will publish its annual results for 2007 before markets open on thursday 31 january .,1
stora enso s third-quarter pre-tax profit doubled to eur 197mn .,2
"barclays plc  lse  barc   nyse  bcs  , credit agricole sa  epa  aca   cagr .",1
"ramirent s net sales in the second quarterended june 30 were euro 128.7 million about u.s. $ 163 million , a 3.3-percent increase compared with euro 124.6 million for thesecond quarter last year .",2
upon completion of the sale proha would get some usd12 .7 m for its stake in artemis .,1
at 900 eet alma media s annual report for 2009 is scheduled to be published in calendar week 9 .,1
the stock rose for a second day on wednesday bringing its two-day rise to gbx12 .0 or 2.0 % .,2
"rautalinko was resposnible also for mobility services , and his job in this division will be continued by marek hintze .",1
the corrected chapter is in its entirety below .,1
elcoteq has a global network of after market service sites which have a long experience in serving consumer electronics and systems solutions customers .,1
"tekla s defense business employs over 20 persons and is located in espoo , finland .",1
the arrangements do not apply to the group s units outside finland .,1
the percentages of shares and voting rights have been calculated in proportion to the total number of shares registered with the trade register and the total number of voting rights related to them .,1
renesas mobile europe ltd has approximately 470 employees in oulu .,1
